source,split,source_id,group_id,claim_text,fact_id,fact_text,label,manual_label,manual_note
TAT-QA,train,b0eadc0e-413f-440f-8787-c860d7642a31,TAT-QA:b0eadc0e-413f-440f-8787-c860d7642a31,"In which year was revenue less than 100,000 thousands?",r4c5,subject=Cost of revenue(1)；metric=Cost of revenue(1)；period=；unit=thousand；scope=TAT-QA,0,1,与官方 gold 一致；claim 与 fact 词元重合 {revenue}；元数据缺字段：period
TAT-QA,train,440d606b-7295-4880-b6be-fb4d8e00d936,TAT-QA:440d606b-7295-4880-b6be-fb4d8e00d936,In which years was total equity calculated?,r9c4,subject=Profit attributable to owners of parent；metric=Profit attributable to owners of parent；period=；unit=；scope=TAT-QA,0,1,与官方 gold 一致；负例由「与正例同行或同列」规则构造（见 convert_public_datasets.py 第 119 行），无字面重合符合难负例预期；元数据缺字段：period
FinQA,train,SNA/2013/page_111.pdf-1,FinQA:SNA/2013/page_111.pdf-1,what is the percentage change in the number of non-vested performance awards from 2012 to 2013?,r5c2,subject=non-vested performance awards at end of year；metric=non-vested performance awards at end of year；period=fair valueprice pershare*；unit=；scope=FinQA,1,1,"与官方 gold 一致；claim 与 fact 词元重合 {awards, non, performance, vested}"
FinQA,train,BLK/2010/page_46.pdf-4,FinQA:BLK/2010/page_46.pdf-4,what is the net change in non-operating income from 2008 to 2009?,r3c1,"subject=non-operating income ( expense ) ( 1 )；metric=non-operating income ( expense ) ( 1 )；period=yearended december 31 , 2010；unit=；scope=FinQA",1,1,"与官方 gold 一致；claim 与 fact 词元重合 {income, non, operating}"
FinQA,train,UPS/2014/page_35.pdf-4,FinQA:UPS/2014/page_35.pdf-4,what was the percentage cumulative total shareowners 2019 returns for united parcel service inc . for the five years ended 12/31/2014?,r1c6,subject=united parcel service inc .；metric=united parcel service inc .；period=12/31/2014；unit=；scope=FinQA,1,1,"与官方 gold 一致；claim 与 fact 词元重合 {12, 2014, 31, inc, parcel, service}"
FinQA,train,IP/2013/page_101.pdf-4,FinQA:IP/2013/page_101.pdf-4,what was the ratio of the lease obligations to purchase obligations,r1c5,subject=lease obligations；metric=lease obligations；period=2018；unit=；scope=FinQA,1,1,"与官方 gold 一致；claim 与 fact 词元重合 {lease, obligations}"
FinQA,train,UNP/2018/page_21.pdf-3,FinQA:UNP/2018/page_21.pdf-3,what percentage of the total number of shares purchased where purchased in november?,r4c2,subject=total；metric=total；period=average price paid per share；unit=；scope=FinQA,1,1,与官方 gold 一致；claim 与 fact 词元重合 {total}
FinQA,train,PNC/2018/page_45.pdf-4,FinQA:PNC/2018/page_45.pdf-4,what total percentage of total shares were purchased in november and december?,r4c2,subject=total；metric=total；period=average price paid per share；unit=；scope=FinQA,1,1,与官方 gold 一致；claim 与 fact 词元重合 {total}
FinQA,train,MRO/2009/page_35.pdf-4,FinQA:MRO/2009/page_35.pdf-4,what percentage of refined product sales consisted of asphalt in 2009?,r7c2,subject=total；metric=total；period=2008；unit=；scope=FinQA,1,1,与官方 gold 一致；答案单元格无字面重合，属 TAT-QA/FinQA 的推理型问答（需跨行计算），标签以官方 gold 为准
FinQA,train,CDW/2013/page_36.pdf-2,FinQA:CDW/2013/page_36.pdf-2,what was the 2012 effective tax rate?,r3c2,"subject=income tax expense ( benefit )；metric=income tax expense ( benefit )；period=years ended december 31 , 2012；unit=；scope=FinQA",1,1,"与官方 gold 一致；claim 与 fact 词元重合 {2012, tax}"
FinQA,train,APD/2015/page_100.pdf-1,FinQA:APD/2015/page_100.pdf-1,"considering the years 2021-2025 , what is the difference between the average projected benefit payments for the u.s . and international?",r6c2,subject=2021 20132025；metric=2021 20132025；period=international；unit=；scope=FinQA,1,1,"与官方 gold 一致；claim 与 fact 词元重合 {2021, international}"
FinQA,train,KIM/2014/page_131.pdf-2,FinQA:KIM/2014/page_131.pdf-2,what is the net change in the balance unrecognized tax benefits in 2013?,r1c2,subject=balance beginning of year；metric=balance beginning of year；period=2013；unit=；scope=FinQA,1,1,"与官方 gold 一致；claim 与 fact 词元重合 {2013, balance}"
FinQA,train,BLK/2016/page_75.pdf-2,FinQA:BLK/2016/page_75.pdf-2,what is the net income in 2016?,r4c1,subject=income tax expense；metric=income tax expense；period=gaap 2016；unit=；scope=FinQA,1,1,"与官方 gold 一致；claim 与 fact 词元重合 {2016, income}"
FinQA,train,UAA/2018/page_40.pdf-1,FinQA:UAA/2018/page_40.pdf-1,what was connected fitness as a percentage of total net revenue in 2018?,r6c2,"subject=connected fitness；metric=connected fitness；period=year ended december 31 , 2017；unit=；scope=FinQA",1,1,"与官方 gold 一致；claim 与 fact 词元重合 {connected, fitness}"
FinQA,train,HIG/2011/page_184.pdf-1,FinQA:HIG/2011/page_184.pdf-1,in 2011 what was the percent of the total collateral loaned securities and derivative instruments collateral pledged that was associated with short-term investments,r3c1,subject=total collateral pledged；metric=total collateral pledged；period=december 31 2011；unit=；scope=FinQA,1,1,"与官方 gold 一致；claim 与 fact 词元重合 {2011, collateral, pledged, total}"
FinQA,train,INTC/2016/page_33.pdf-1,FinQA:INTC/2016/page_33.pdf-1,"as of december 31 , 2016 what percentage by square feet of major facilities are owned?",r3c1,subject=total facilities；metric=total facilities；period=unitedstates；unit=；scope=FinQA,1,1,与官方 gold 一致；claim 与 fact 词元重合 {facilities}
FinQA,train,GPN/2016/page_83.pdf-3,FinQA:GPN/2016/page_83.pdf-3,how much percent did the income tax benefit increase from 2014 to 2016?,r2c2,subject=income tax benefit；metric=income tax benefit；period=2015 ( in thousands )；unit=；scope=FinQA,1,1,"与官方 gold 一致；claim 与 fact 词元重合 {benefit, income, tax}"
FinQA,train,AMT/2015/page_58.pdf-2,FinQA:AMT/2015/page_58.pdf-2,what is the total number of sites acquired and constructed during 2014?,r1c3,subject=u.s .；metric=u.s .；period=2013；unit=；scope=FinQA,1,1,与官方 gold 一致；答案单元格无字面重合，属 TAT-QA/FinQA 的推理型问答（需跨行计算），标签以官方 gold 为准
FinQA,train,INTC/2016/page_100.pdf-2,FinQA:INTC/2016/page_100.pdf-2,what is the net change in accumulated other comprehensive income during 2016?,r11c4,subject=december 31 2016；metric=december 31 2016；period=prior service credits ( costs )；unit=；scope=FinQA,1,1,与官方 gold 一致；claim 与 fact 词元重合 {2016}
FinQA,train,PNC/2009/page_51.pdf-2,FinQA:PNC/2009/page_51.pdf-2,"what was the increase in level 3 assets between december 31 2009 and december 31 2008 , in millions?",r2c5,subject=december 31 2008；metric=december 31 2008；period=% (  % ) of consolidated assets；unit=；scope=FinQA,1,1,"与官方 gold 一致；claim 与 fact 词元重合 {2008, 31, assets, december}"
FinQA,train,RE/2010/page_42.pdf-4,FinQA:RE/2010/page_42.pdf-4,what is the percent change in pre tax catastrophe losses between 2007 and 2008?,r4c1,subject=2008；metric=2008；period=pre-tax catastrophe losses；unit=；scope=FinQA,1,1,"与官方 gold 一致；claim 与 fact 词元重合 {2008, catastrophe, losses, pre, tax}"
FinQA,train,AON/2018/page_90.pdf-3,FinQA:AON/2018/page_90.pdf-3,"considering the years 2016-2018 , what is the average expense for the significant plans in the u.s.?",r1c2,subject=u.s .；metric=u.s .；period=2017；unit=；scope=FinQA,1,1,与官方 gold 一致；答案单元格无字面重合，属 TAT-QA/FinQA 的推理型问答（需跨行计算），标签以官方 gold 为准
FinQA,train,ETR/2008/page_187.pdf-1,FinQA:ETR/2008/page_187.pdf-1,what is the assumed debt to acquired asset ratio?,r4c1,subject=total assets acquired；metric=total assets acquired；period=amount ( in millions )；unit=；scope=FinQA,1,1,与官方 gold 一致；claim 与 fact 词元重合 {acquired}
FinQA,train,UNP/2014/page_41.pdf-1,FinQA:UNP/2014/page_41.pdf-1,what percentage of the total commercial commitments is credit facilities?,r1c6,subject=credit facilities [a]；metric=credit facilities [a]；period=amount of commitment expiration per period 2019；unit=；scope=FinQA,1,1,"与官方 gold 一致；claim 与 fact 词元重合 {credit, facilities}"
FinQA,train,UNP/2010/page_79.pdf-2,FinQA:UNP/2010/page_79.pdf-2,in 2010 what was the percent of the total minimum lease payments due in 2014,r2c2,subject=2012；metric=2012；period=capitalleases；unit=；scope=FinQA,1,1,与官方 gold 一致；答案单元格无字面重合，属 TAT-QA/FinQA 的推理型问答（需跨行计算），标签以官方 gold 为准
FinQA,train,AES/2002/page_60.pdf-2,FinQA:AES/2002/page_60.pdf-2,what was the change in the competitive supply percentage of revenues from 2001 to 2002?,r4c2,subject=competitive supply；metric=competitive supply；period=2001；unit=；scope=FinQA,1,1,"与官方 gold 一致；claim 与 fact 词元重合 {2001, competitive, supply}"
FinQA,train,PKG/2005/page_27.pdf-2,FinQA:PKG/2005/page_27.pdf-2,what was the effective tax rate for pca in 2005?,r4c3,subject=income before taxes；metric=income before taxes；period=change；unit=；scope=FinQA,1,1,与官方 gold 一致；答案单元格无字面重合，属 TAT-QA/FinQA 的推理型问答（需跨行计算），标签以官方 gold 为准
FinQA,dev,RSG/2015/page_126.pdf-1,FinQA:RSG/2015/page_126.pdf-1,"as of december 31 , 2015 what was the percentage decline in the gross unrecognized tax benefits from 2014 to 2015",r4c3,subject=reductions for tax positions of prior years；metric=reductions for tax positions of prior years；period=2013；unit=；scope=FinQA,0,1,与官方 gold 一致；claim 与 fact 词元重合 {tax}
FinQA,dev,DRE/2013/page_39.pdf-1,FinQA:DRE/2013/page_39.pdf-1,in 2012 what was the percent of the total second generation capital expenditures by reportable operating segment that was office related,r1c1,subject=industrial；metric=industrial；period=2013；unit=；scope=FinQA,0,1,与官方 gold 一致；负例由「与正例同行或同列」规则构造（见 convert_public_datasets.py 第 119 行），无字面重合符合难负例预期
FinQA,dev,VNO/2012/page_84.pdf-1,FinQA:VNO/2012/page_84.pdf-1,what was the total five year change in the nareit all equity index?,r1c6,subject=vornado realty trust；metric=vornado realty trust；period=2012；unit=；scope=FinQA,0,1,与官方 gold 一致；负例由「与正例同行或同列」规则构造（见 convert_public_datasets.py 第 119 行），无字面重合符合难负例预期
FinQA,dev,JKHY/2014/page_30.pdf-1,FinQA:JKHY/2014/page_30.pdf-1,what was the cumulative total return on the s & p 500 for the five year period?,r2c6,subject=old peer group；metric=old peer group；period=2014；unit=；scope=FinQA,0,1,与官方 gold 一致；负例由「与正例同行或同列」规则构造（见 convert_public_datasets.py 第 119 行），无字面重合符合难负例预期
FinQA,dev,UPS/2006/page_32.pdf-3,FinQA:UPS/2006/page_32.pdf-3,"for the five years ended 12/31/2006 what is the performance difference of the class b common stock of united parcel service , inc . and the s&p 500 index?",r3c4,subject=dow jones transportation average；metric=dow jones transportation average；period=12/31/04；unit=；scope=FinQA,0,1,"与官方 gold 一致；claim 与 fact 词元重合 {12, 31}"
FinQA,dev,AES/2016/page_191.pdf-1,FinQA:AES/2016/page_191.pdf-1,what was the percentage change in the unrecognized tax benefits from 2014 to 2015?,r4c1,subject=reductions for tax positions of prior years；metric=reductions for tax positions of prior years；period=2016；unit=；scope=FinQA,0,1,与官方 gold 一致；claim 与 fact 词元重合 {tax}
FinQA,dev,BLK/2014/page_119.pdf-1,FinQA:BLK/2014/page_119.pdf-1,what percent higher is fair value than carrying value?,r5c2,subject=3.375% ( 3.375 % ) notes due 2022；metric=3.375% ( 3.375 % ) notes due 2022；period=unamortized discount；unit=；scope=FinQA,0,1,与官方 gold 一致；负例由「与正例同行或同列」规则构造（见 convert_public_datasets.py 第 119 行），无字面重合符合难负例预期
FinQA,dev,SNA/2012/page_33.pdf-3,FinQA:SNA/2012/page_33.pdf-3,what was the ratio of the snap-on 2019s performance to that of the standard & poor 2019s 500 stock index in 2012,r2c1,subject=december 31 2008；metric=december 31 2008；period=snap-onincorporated；unit=；scope=FinQA,0,1,与官方 gold 一致；claim 与 fact 词元重合 {snap}
FinQA,dev,JPM/2008/page_85.pdf-3,FinQA:JPM/2008/page_85.pdf-3,what was jpmorgan chase & co's common equity tier 1 ( cet1 ) ratio in 2008?,r5c2,subject=total adjusted average assets；metric=total adjusted average assets；period=2007；unit=；scope=FinQA,0,1,与官方 gold 一致；负例由「与正例同行或同列」规则构造（见 convert_public_datasets.py 第 119 行），无字面重合符合难负例预期
FinQA,dev,SPGI/2015/page_57.pdf-1,FinQA:SPGI/2015/page_57.pdf-1,what was the net equity in the assets acquired,r8c1,subject=other intangible assets net；metric=other intangible assets net；period=$ 23；unit=；scope=FinQA,0,1,"与官方 gold 一致；claim 与 fact 词元重合 {assets, net}"
FinQA,dev,INTC/2013/page_33.pdf-3,FinQA:INTC/2013/page_33.pdf-3,what was the percentage change in diluted earnings per common share december 29 2012 and december 28 2013?,r3c3,subject=gross margin percentage；metric=gross margin percentage；period=three months ended change；unit=；scope=FinQA,0,1,"与官方 gold 一致；claim 与 fact 词元重合 {change, percentage}"
FinQA,dev,APD/2018/page_59.pdf-1,FinQA:APD/2018/page_59.pdf-1,"considering the fair market value of plan assets in 2018 , what is its estimated return for 10 years?",r2c1,subject=settlements termination benefits and curtailments ( included above )；metric=settlements termination benefits and curtailments ( included above )；period=2018；unit=；scope=FinQA,0,1,与官方 gold 一致；claim 与 fact 词元重合 {2018}
FinQA,dev,LMT/2016/page_48.pdf-3,FinQA:LMT/2016/page_48.pdf-3,what was the profit margin in 2014 for the aeronautics business segment,r3c2,subject=operating margin；metric=operating margin；period=2015；unit=；scope=FinQA,0,1,与官方 gold 一致；claim 与 fact 词元重合 {margin}
FinQA,dev,AOS/2004/page_11.pdf-1,FinQA:AOS/2004/page_11.pdf-1,what percentage of total aggregate contractual obligations is due to long-term debt?,r4c4,subject=purchase obligations；metric=purchase obligations；period=( dollars in millions ) 3 - 5 years；unit=；scope=FinQA,0,1,与官方 gold 一致；claim 与 fact 词元重合 {obligations}
FinQA,dev,IPG/2008/page_62.pdf-3,FinQA:IPG/2008/page_62.pdf-3,"what is the change in the balance of liability for restructuring 2003 program from 2006 to 2008 , ( in millions ) ?",r2c4,subject=net charges ( reversals ) and adjustments；metric=net charges ( reversals ) and adjustments；period=total；unit=；scope=FinQA,0,1,与官方 gold 一致；负例由「与正例同行或同列」规则构造（见 convert_public_datasets.py 第 119 行），无字面重合符合难负例预期
FinQA,dev,JPM/2007/page_33.pdf-1,FinQA:JPM/2007/page_33.pdf-1,what was the percentage change in investment banking fees from 2005 to 2006?,r5c3,subject=securities gains ( losses )；metric=securities gains ( losses )；period=2005；unit=；scope=FinQA,0,1,与官方 gold 一致；claim 与 fact 词元重合 {2005}
FinQA,dev,IPG/2008/page_21.pdf-3,FinQA:IPG/2008/page_21.pdf-3,what was the average price per share from november to december?,r1c2,subject=october 1-31；metric=october 1-31；period=average price paid per share2；unit=；scope=FinQA,0,1,"与官方 gold 一致；claim 与 fact 词元重合 {average, per, price}"
FinQA,dev,APD/2013/page_40.pdf-1,FinQA:APD/2013/page_40.pdf-1,"considering the years 2011-2013 , what is the average capital expenditure on a gaap basis?",r1c1,subject=additions to plant and equipment；metric=additions to plant and equipment；period=2013；unit=；scope=FinQA,0,1,与官方 gold 一致；claim 与 fact 词元重合 {2013}
FinQA,dev,FBHS/2017/page_43.pdf-1,FinQA:FBHS/2017/page_43.pdf-1,what was the percentage growth in the defined benefit plan income from 2016 to 2017,r3c2,subject=defined benefit plan recognition of actuarial gains ( losses )；metric=defined benefit plan recognition of actuarial gains ( losses )；period=2016；unit=；scope=FinQA,0,1,"与官方 gold 一致；claim 与 fact 词元重合 {2016, benefit, defined, plan}"
FinQA,dev,VNO/2012/page_84.pdf-1,FinQA:VNO/2012/page_84.pdf-1,what was the total five year change in the nareit all equity index?,r1c5,subject=vornado realty trust；metric=vornado realty trust；period=2011；unit=；scope=FinQA,0,1,与官方 gold 一致；负例由「与正例同行或同列」规则构造（见 convert_public_datasets.py 第 119 行），无字面重合符合难负例预期
FinQA,dev,ABMD/2006/page_75.pdf-1,FinQA:ABMD/2006/page_75.pdf-1,what is the decline from current future minimum lease payments and the following years expected obligation?\\n,r5c1,subject=total future minimum lease payments；metric=total future minimum lease payments；period=operating leases；unit=；scope=FinQA,0,1,"与官方 gold 一致；claim 与 fact 词元重合 {future, lease, minimum, payments}"
FinQA,dev,APD/2019/page_31.pdf-1,FinQA:APD/2019/page_31.pdf-1,"considering the year 2019 , what is the contribution of the first quarter in the total dividend?",r4c1,subject=fourth quarter；metric=fourth quarter；period=2019；unit=；scope=FinQA,0,1,"与官方 gold 一致；claim 与 fact 词元重合 {2019, quarter}"
FinQA,dev,MRO/2007/page_134.pdf-1,FinQA:MRO/2007/page_134.pdf-1,by how much did the weighted average exercise price per share increase from 2005 to 2007?,r4c1,subject=expected volatility；metric=expected volatility；period=2007；unit=；scope=FinQA,0,1,与官方 gold 一致；claim 与 fact 词元重合 {2007}
FinQA,dev,PNC/2009/page_46.pdf-2,FinQA:PNC/2009/page_46.pdf-2,share of total securities rated bbb/baa or below changed by how many percentage point between 2008 and 2009?,r2c1,subject=aa/aa；metric=aa/aa；period=december 31 2009；unit=；scope=FinQA,0,1,与官方 gold 一致；claim 与 fact 词元重合 {2009}
FinQA,dev,AES/2016/page_191.pdf-3,FinQA:AES/2016/page_191.pdf-3,"for the period ending in 2016 , what was the average amount of settlements , in millions?",r8c3,subject=balance at december 31；metric=balance at december 31；period=2014；unit=；scope=FinQA,0,1,与官方 gold 一致；负例由「与正例同行或同列」规则构造（见 convert_public_datasets.py 第 119 行），无字面重合符合难负例预期
TAT-QA,dev,ed99123e-63a3-4238-addd-9c692afe3a05,TAT-QA:ed99123e-63a3-4238-addd-9c692afe3a05,"What was the income tax expense in 2019, 2018 and 2017 respectively?",r2c1,subject=Income Statement Data:；metric=Income Statement Data:；period=；unit=；scope=TAT-QA,0,1,与官方 gold 一致；claim 与 fact 词元重合 {income}；元数据缺字段：period
TAT-QA,dev,4e94f70f-b7e3-453e-ae92-846768589e75,TAT-QA:4e94f70f-b7e3-453e-ae92-846768589e75,How much did Hotels sales increased by in F19?,r3c4,subject=EBITDA；metric=EBITDA；period=；unit=；scope=TAT-QA,0,1,与官方 gold 一致；负例由「与正例同行或同列」规则构造（见 convert_public_datasets.py 第 119 行），无字面重合符合难负例预期；元数据缺字段：period
TAT-QA,dev,fa0d7378-4217-44f1-bfb0-38688f03bdf3,TAT-QA:fa0d7378-4217-44f1-bfb0-38688f03bdf3,Which years does the table provide information for the unaudited pro-forma consolidated results of operations? ,r4c1,"subject=Basic net income (loss) per common share；metric=Basic net income (loss) per common share；period=Year Ended March 31,；unit=；scope=TAT-QA",0,1,与官方 gold 一致；负例由「与正例同行或同列」规则构造（见 convert_public_datasets.py 第 119 行），无字面重合符合难负例预期
TAT-QA,dev,9e0ae25d-0080-4fb6-8396-db61af489520,TAT-QA:9e0ae25d-0080-4fb6-8396-db61af489520,What was the Net decrease in cash and cash equivalents in 2019?,r3c3,subject=Net decrease in cash and cash equivalents；metric=Net decrease in cash and cash equivalents；period=；unit=million；scope=TAT-QA,0,1,"与官方 gold 一致；claim 与 fact 词元重合 {cash, decrease, equivalents, net}；元数据缺字段：period"
TAT-QA,dev,577a9bb6-6158-41aa-b2ec-1a3dd5cdfa06,TAT-QA:577a9bb6-6158-41aa-b2ec-1a3dd5cdfa06,"What is the Non-cash charges for fiscal years 2019, 2018 and 2017 respectively?",r5c1,subject=Cash provided by operating activities；metric=Cash provided by operating activities；period=；unit=thousand；scope=TAT-QA,0,1,与官方 gold 一致；claim 与 fact 词元重合 {cash}；元数据缺字段：period
TAT-QA,dev,53eec737-630e-4915-afbb-8c20cdd01263,TAT-QA:53eec737-630e-4915-afbb-8c20cdd01263,What was the deferred tax assets for Inventory in 2019?,r6c1,subject=Stock-based compensation；metric=Stock-based compensation；period=2019；unit=；scope=TAT-QA,0,1,与官方 gold 一致；claim 与 fact 词元重合 {2019}
TAT-QA,dev,861ad987-4b1b-40e0-bef3-1fbd25a33c6b,TAT-QA:861ad987-4b1b-40e0-bef3-1fbd25a33c6b,What was the amount of USD denominated current monetary assets as at 31 December 2019?,r11c1,"subject=Monetary liabilities, non-current；metric=Monetary liabilities, non-current；period=USD denominated RMB’Million；unit=；scope=TAT-QA",0,1,"与官方 gold 一致；claim 与 fact 词元重合 {current, denominated, monetary, usd}"
TAT-QA,dev,af31958a-184d-4005-9fcb-cfad9912ba8c,TAT-QA:af31958a-184d-4005-9fcb-cfad9912ba8c,What are the respective values of Finjan Blue future commitments that are less than one year and between 2-5 years?,r6c1,subject=Total；metric=Total；period=；unit=thousand；scope=TAT-QA,0,1,与官方 gold 一致；负例由「与正例同行或同列」规则构造（见 convert_public_datasets.py 第 119 行），无字面重合符合难负例预期；元数据缺字段：period
TAT-QA,dev,8692f92d-668a-452d-be7a-2b491ee27585,TAT-QA:8692f92d-668a-452d-be7a-2b491ee27585,Which financial years' information is shown in the table?,r12c2,subject=Deferred tax on origination and reversal of temporary differences:；metric=Deferred tax on origination and reversal of temporary differences:；period=；unit=；scope=TAT-QA,0,1,与官方 gold 一致；负例由「与正例同行或同列」规则构造（见 convert_public_datasets.py 第 119 行），无字面重合符合难负例预期；元数据缺字段：period
TAT-QA,dev,8692f92d-668a-452d-be7a-2b491ee27585,TAT-QA:8692f92d-668a-452d-be7a-2b491ee27585,Which financial years' information is shown in the table?,r11c3,subject=Total current tax expense；metric=Total current tax expense；period=；unit=；scope=TAT-QA,0,1,与官方 gold 一致；负例由「与正例同行或同列」规则构造（见 convert_public_datasets.py 第 119 行），无字面重合符合难负例预期；元数据缺字段：period
TAT-QA,dev,c3d2669c-a641-4c28-80d3-bda1c847027c,TAT-QA:c3d2669c-a641-4c28-80d3-bda1c847027c,What was the effective tax rate in 2019?,r10c1,"subject=Other, net；metric=Other, net；period=2019；unit=；scope=TAT-QA",0,1,与官方 gold 一致；claim 与 fact 词元重合 {2019}
TAT-QA,dev,eb122e2e-12b4-4e59-a018-7045192b021d,TAT-QA:eb122e2e-12b4-4e59-a018-7045192b021d,What is the basic earnings per share in 2019?,r8c2,subject=Diluted；metric=Diluted；period=；unit=；scope=TAT-QA,0,1,与官方 gold 一致；负例由「与正例同行或同列」规则构造（见 convert_public_datasets.py 第 119 行），无字面重合符合难负例预期；元数据缺字段：period
TAT-QA,dev,fdc2dbb8-0066-473e-95c1-43eb17223093,TAT-QA:fdc2dbb8-0066-473e-95c1-43eb17223093,Which years did the amount for Other exceed $5 million?,r5c1,"subject=Less allowance for doubtful accounts；metric=Less allowance for doubtful accounts；period=March 31,；unit=million；scope=TAT-QA",0,1,与官方 gold 一致；claim 与 fact 词元重合 {million}
TAT-QA,dev,62425e9b-b7de-4d31-9565-1042ad9e4926,TAT-QA:62425e9b-b7de-4d31-9565-1042ad9e4926,"What was the Amount computed at the statutory federal income tax rate in 2020, 2018 and 2017 respectively?",r11c2,subject=Impact of foreign operations；metric=Impact of foreign operations；period=Year Ended；unit=；scope=TAT-QA,0,1,与官方 gold 一致；负例由「与正例同行或同列」规则构造（见 convert_public_datasets.py 第 119 行），无字面重合符合难负例预期
TAT-QA,dev,981e181b-57fa-42ff-a2d9-b8603eafdd4c,TAT-QA:981e181b-57fa-42ff-a2d9-b8603eafdd4c,What was the basic Weighted-average common shares outstanding in 2017?,r11c1,subject=Net income per diluted share (1)；metric=Net income per diluted share (1)；period=；unit=thousand；scope=TAT-QA,0,1,与官方 gold 一致；负例由「与正例同行或同列」规则构造（见 convert_public_datasets.py 第 119 行），无字面重合符合难负例预期；元数据缺字段：period
TAT-QA,dev,e9d3bb25-89ab-4aed-8bec-5501d5fe7b16,TAT-QA:e9d3bb25-89ab-4aed-8bec-5501d5fe7b16,What is the total provision for income taxes in 2018?,r10c1,subject=Provision for income taxes；metric=Provision for income taxes；period=；unit=；scope=TAT-QA,0,1,"与官方 gold 一致；claim 与 fact 词元重合 {income, provision, taxes}；元数据缺字段：period"
TAT-QA,dev,53474060-2736-46cb-bd97-1eb42f0ff3c1,TAT-QA:53474060-2736-46cb-bd97-1eb42f0ff3c1,In which years was for the net sales by segment and industry end market calculated?,r5c1,subject=Commercial transportation；metric=Commercial transportation；period=；unit=；scope=TAT-QA,0,1,与官方 gold 一致；负例由「与正例同行或同列」规则构造（见 convert_public_datasets.py 第 119 行），无字面重合符合难负例预期；元数据缺字段：period
TAT-QA,dev,bd57880a-3395-45a5-83b1-8adc4483d4bd,TAT-QA:bd57880a-3395-45a5-83b1-8adc4483d4bd,What is the total costs incurred in 2019?,r2c1,subject=Strategic Alternatives Evaluation (1)；metric=Strategic Alternatives Evaluation (1)；period=2019；unit=thousand；scope=TAT-QA,0,1,与官方 gold 一致；claim 与 fact 词元重合 {2019}
TAT-QA,dev,fb333978-9a21-401f-9660-ccdff2e36d02,TAT-QA:fb333978-9a21-401f-9660-ccdff2e36d02,How much is the cash provided by operating activities in 2019?,r1c3,subject=；metric=；period=；unit=；scope=TAT-QA,0,1,"与官方 gold 一致；负例由「与正例同行或同列」规则构造（见 convert_public_datasets.py 第 119 行），无字面重合符合难负例预期；元数据缺字段：subject, metric, period"
TAT-QA,dev,8692f92d-668a-452d-be7a-2b491ee27585,TAT-QA:8692f92d-668a-452d-be7a-2b491ee27585,Which financial years' information is shown in the table?,r8c1,subject=Current year；metric=Current year；period=；unit=；scope=TAT-QA,0,1,与官方 gold 一致；负例由「与正例同行或同列」规则构造（见 convert_public_datasets.py 第 119 行），无字面重合符合难负例预期；元数据缺字段：period
TAT-QA,dev,1c9e6c58-fd11-4711-986e-1d86b626d1dd,TAT-QA:1c9e6c58-fd11-4711-986e-1d86b626d1dd,What was the change in Capital redemption reserve in 2019 from 2018?,r13c3,subject=Called-up share capital；metric=Called-up share capital；period=2018；unit=；scope=TAT-QA,0,1,"与官方 gold 一致；claim 与 fact 词元重合 {2018, capital}"
TAT-QA,dev,fd7e14ed-efb6-4992-bdc2-b5603d91f126,TAT-QA:fd7e14ed-efb6-4992-bdc2-b5603d91f126,What is total basic earnings per share (cents per share)  for 2019?,r16c1,subject=Discontinued operations；metric=Discontinued operations；period=2019；unit=；scope=TAT-QA,0,1,与官方 gold 一致；claim 与 fact 词元重合 {2019}
TAT-QA,dev,53474060-2736-46cb-bd97-1eb42f0ff3c1,TAT-QA:53474060-2736-46cb-bd97-1eb42f0ff3c1,In which years was for the net sales by segment and industry end market calculated?,r7c1,subject=Total Transportation Solutions；metric=Total Transportation Solutions；period=；unit=；scope=TAT-QA,0,1,与官方 gold 一致；负例由「与正例同行或同列」规则构造（见 convert_public_datasets.py 第 119 行），无字面重合符合难负例预期；元数据缺字段：period
TAT-QA,dev,cca95e4f-c7f7-4ded-92e0-3371290f1374,TAT-QA:cca95e4f-c7f7-4ded-92e0-3371290f1374,What was the Net income attributable to American Tower Corporation stockholders in 2019?,r6c1,subject=Diluted weighted average common shares outstanding；metric=Diluted weighted average common shares outstanding；period=2019；unit=million；scope=TAT-QA,0,1,与官方 gold 一致；claim 与 fact 词元重合 {2019}
TAT-QA,dev,ec8d8bf5-ff64-447b-8481-cc067a861a28,TAT-QA:ec8d8bf5-ff64-447b-8481-cc067a861a28,In which years was the total net sales calculated?,r5c1,"subject=Transportation；metric=Transportation；period=Year Ended June 30,；unit=；scope=TAT-QA",0,1,与官方 gold 一致；负例由「与正例同行或同列」规则构造（见 convert_public_datasets.py 第 119 行），无字面重合符合难负例预期
FinQA,dev,LMT/2015/page_54.pdf-3,FinQA:LMT/2015/page_54.pdf-3,in 2015 what was the ratio of the net sales to the backlog,r1c2,subject=net sales；metric=net sales；period=2014；unit=；scope=FinQA,1,1,"与官方 gold 一致；claim 与 fact 词元重合 {net, sales}"
FinQA,dev,STT/2009/page_73.pdf-1,FinQA:STT/2009/page_73.pdf-1,what was the percentage change in the amortized cost in 2009,r2c1,subject=amortized cost；metric=amortized cost；period=2009；unit=；scope=FinQA,1,1,"与官方 gold 一致；claim 与 fact 词元重合 {2009, amortized, cost}"
