claim_id,group_id,split,kind,claim_text,source_file,source_location,candidate_refs,consensus_refs,gold_action,category,numeric_conflict_note,reviewer_decision,reviewer_refs,reviewer_category,reviewer_note
lw-184-03,longword-14,dev,threshold,超过120万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 184]",sales_current,sales_current,link,ordinary,否,,,,
lw-186-01,longword-14,dev,growth,本期销售额较上期增长,长文Word测试\长文测试_原始报告.docx,"[""p"", 186]","sales_prev,sales_current","sales_prev,sales_current",link,ordinary,否,,,,
lw-186-02,longword-14,dev,threshold,本期销售额超过80万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 186]",sales_current,sales_current,link,ordinary,否,,,,
lw-187-01,longword-14,dev,ranking,A产品销量最高,长文Word测试\长文测试_原始报告.docx,"[""p"", 187]","product_a,product_b","product_a,product_b",link,ordinary,否,,,,
lw-187-02,longword-14,dev,threshold,支出未超过预算,长文Word测试\长文测试_原始报告.docx,"[""p"", 187]","spending,budget","spending,budget",link,ordinary,否,,,,
lw-188-01,longword-14,dev,quote,本期支出为80万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 188]",spending,spending,link,ordinary,是,,,,
lw-188-02,longword-14,dev,quote,本期预算为100万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 188]",budget,budget,link,ordinary,否,,,,
lw-190-01,longword-14,dev,quote,本期销售额为125万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 190]",sales_current,sales_current,link,ordinary,否,,,,
lw-190-02,longword-14,dev,threshold,本期支出低于100万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 190]",spending,spending,link,ordinary,是,,,,
lw-196-01,longword-15,dev,quote,本期销售额为125万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 196]",sales_current,sales_current,link,ordinary,否,,,,
lw-196-02,longword-15,dev,growth,较上期增长25%,长文Word测试\长文测试_原始报告.docx,"[""p"", 196]","sales_prev,sales_current","sales_prev,sales_current",link,ordinary,否,,,,
lw-196-03,longword-15,dev,threshold,超过120万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 196]",sales_current,sales_current,link,ordinary,否,,,,
lw-198-01,longword-15,dev,growth,本期销售额较上期增长,长文Word测试\长文测试_原始报告.docx,"[""p"", 198]","sales_prev,sales_current","sales_prev,sales_current",link,ordinary,否,,,,
lw-198-02,longword-15,dev,threshold,本期销售额超过80万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 198]",sales_current,sales_current,link,ordinary,否,,,,
lw-199-01,longword-15,dev,ranking,A产品销量最高,长文Word测试\长文测试_原始报告.docx,"[""p"", 199]","product_a,product_b","product_a,product_b",link,ordinary,否,,,,
lw-199-02,longword-15,dev,threshold,支出未超过预算,长文Word测试\长文测试_原始报告.docx,"[""p"", 199]","spending,budget","spending,budget",link,ordinary,否,,,,
lw-200-01,longword-15,dev,quote,本期支出为80万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 200]",spending,spending,link,ordinary,是,,,,
lw-200-02,longword-15,dev,quote,本期预算为100万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 200]",budget,budget,link,ordinary,否,,,,
lw-202-01,longword-15,dev,quote,本期销售额为125万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 202]",sales_current,sales_current,link,ordinary,否,,,,
lw-202-02,longword-15,dev,threshold,本期支出低于100万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 202]",spending,spending,link,ordinary,是,,,,
lw-208-01,longword-15,dev,quote,本期销售额为125万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 208]",sales_current,sales_current,link,ordinary,否,,,,
lw-208-02,longword-15,dev,growth,较上期增长25%,长文Word测试\长文测试_原始报告.docx,"[""p"", 208]","sales_prev,sales_current","sales_prev,sales_current",link,ordinary,否,,,,
lw-208-03,longword-15,dev,threshold,超过120万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 208]",sales_current,sales_current,link,ordinary,否,,,,
lw-210-01,longword-16,dev,growth,本期销售额较上期增长,长文Word测试\长文测试_原始报告.docx,"[""p"", 210]","sales_prev,sales_current","sales_prev,sales_current",link,ordinary,否,,,,
lw-210-02,longword-16,dev,threshold,本期销售额超过80万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 210]",sales_current,sales_current,link,ordinary,否,,,,
lw-211-01,longword-16,dev,ranking,A产品销量最高,长文Word测试\长文测试_原始报告.docx,"[""p"", 211]","product_a,product_b","product_a,product_b",link,ordinary,否,,,,
lw-211-02,longword-16,dev,threshold,支出未超过预算,长文Word测试\长文测试_原始报告.docx,"[""p"", 211]","spending,budget","spending,budget",link,ordinary,否,,,,
lw-212-01,longword-16,dev,quote,本期支出为80万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 212]",spending,spending,link,ordinary,是,,,,
lw-212-02,longword-16,dev,quote,本期预算为100万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 212]",budget,budget,link,ordinary,否,,,,
lw-214-01,longword-16,dev,quote,本期销售额为125万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 214]",sales_current,sales_current,link,ordinary,否,,,,
lw-214-02,longword-16,dev,threshold,本期支出低于100万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 214]",spending,spending,link,ordinary,是,,,,
lw-220-01,longword-16,dev,quote,本期销售额为125万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 220]",sales_current,sales_current,link,ordinary,否,,,,
lw-220-02,longword-16,dev,growth,较上期增长25%,长文Word测试\长文测试_原始报告.docx,"[""p"", 220]","sales_prev,sales_current","sales_prev,sales_current",link,ordinary,否,,,,
lw-220-03,longword-16,dev,threshold,超过120万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 220]",sales_current,sales_current,link,ordinary,否,,,,
lw-222-01,longword-16,dev,growth,本期销售额较上期增长,长文Word测试\长文测试_原始报告.docx,"[""p"", 222]","sales_prev,sales_current","sales_prev,sales_current",link,ordinary,否,,,,
lw-222-02,longword-16,dev,threshold,本期销售额超过80万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 222]",sales_current,sales_current,link,ordinary,否,,,,
lw-223-01,longword-16,dev,ranking,A产品销量最高,长文Word测试\长文测试_原始报告.docx,"[""p"", 223]","product_a,product_b","product_a,product_b",link,ordinary,否,,,,
lw-223-02,longword-16,dev,threshold,支出未超过预算,长文Word测试\长文测试_原始报告.docx,"[""p"", 223]","spending,budget","spending,budget",link,ordinary,否,,,,
lw-224-01,longword-17,dev,quote,本期支出为80万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 224]",spending,spending,link,ordinary,是,,,,
lw-224-02,longword-17,dev,quote,本期预算为100万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 224]",budget,budget,link,ordinary,否,,,,
lw-226-01,longword-17,dev,quote,本期销售额为125万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 226]",sales_current,sales_current,link,ordinary,否,,,,
lw-226-02,longword-17,dev,threshold,本期支出低于100万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 226]",spending,spending,link,ordinary,是,,,,
lw-232-01,longword-17,dev,quote,本期销售额为125万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 232]",sales_current,sales_current,link,ordinary,否,,,,
lw-232-02,longword-17,dev,growth,较上期增长25%,长文Word测试\长文测试_原始报告.docx,"[""p"", 232]","sales_prev,sales_current","sales_prev,sales_current",link,ordinary,否,,,,
lw-232-03,longword-17,dev,threshold,超过120万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 232]",sales_current,sales_current,link,ordinary,否,,,,
lw-234-01,longword-17,dev,growth,本期销售额较上期增长,长文Word测试\长文测试_原始报告.docx,"[""p"", 234]","sales_prev,sales_current","sales_prev,sales_current",link,ordinary,否,,,,
lw-234-02,longword-17,dev,threshold,本期销售额超过80万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 234]",sales_current,sales_current,link,ordinary,否,,,,
lw-235-01,longword-17,dev,ranking,A产品销量最高,长文Word测试\长文测试_原始报告.docx,"[""p"", 235]","product_a,product_b","product_a,product_b",link,ordinary,否,,,,
lw-235-02,longword-17,dev,threshold,支出未超过预算,长文Word测试\长文测试_原始报告.docx,"[""p"", 235]","spending,budget","spending,budget",link,ordinary,否,,,,
lw-236-01,longword-17,dev,quote,本期支出为80万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 236]",spending,spending,link,ordinary,是,,,,
lw-236-02,longword-17,dev,quote,本期预算为100万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 236]",budget,budget,link,ordinary,否,,,,
lw-238-01,longword-18,dev,quote,本期销售额为125万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 238]",sales_current,sales_current,link,ordinary,否,,,,
lw-238-02,longword-18,dev,threshold,本期支出低于100万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 238]",spending,spending,link,ordinary,是,,,,
lw-244-01,longword-18,dev,quote,本期销售额为125万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 244]",sales_current,sales_current,link,ordinary,否,,,,
lw-244-02,longword-18,dev,growth,较上期增长25%,长文Word测试\长文测试_原始报告.docx,"[""p"", 244]","sales_prev,sales_current","sales_prev,sales_current",link,ordinary,否,,,,
lw-244-03,longword-18,dev,threshold,超过120万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 244]",sales_current,sales_current,link,ordinary,否,,,,
lw-246-01,longword-18,dev,growth,本期销售额较上期增长,长文Word测试\长文测试_原始报告.docx,"[""p"", 246]","sales_prev,sales_current","sales_prev,sales_current",link,ordinary,否,,,,
lw-246-02,longword-18,dev,threshold,本期销售额超过80万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 246]",sales_current,sales_current,link,ordinary,否,,,,
lw-247-01,longword-18,dev,ranking,A产品销量最高,长文Word测试\长文测试_原始报告.docx,"[""p"", 247]","product_a,product_b","product_a,product_b",link,ordinary,否,,,,
lw-247-02,longword-18,dev,threshold,支出未超过预算,长文Word测试\长文测试_原始报告.docx,"[""p"", 247]","spending,budget","spending,budget",link,ordinary,否,,,,
lw-248-01,longword-18,dev,quote,本期支出为80万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 248]",spending,spending,link,ordinary,是,,,,
lw-248-02,longword-18,dev,quote,本期预算为100万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 248]",budget,budget,link,ordinary,否,,,,
lw-250-01,longword-18,dev,quote,本期销售额为125万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 250]",sales_current,sales_current,link,ordinary,否,,,,
lw-250-02,longword-18,dev,threshold,本期支出低于100万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 250]",spending,spending,link,ordinary,是,,,,
lw-256-01,longword-19,test,quote,本期销售额为125万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 256]",sales_current,sales_current,link,ordinary,否,,,,
lw-256-02,longword-19,test,growth,较上期增长25%,长文Word测试\长文测试_原始报告.docx,"[""p"", 256]","sales_prev,sales_current","sales_prev,sales_current",link,ordinary,否,,,,
lw-256-03,longword-19,test,threshold,超过120万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 256]",sales_current,sales_current,link,ordinary,否,,,,
lw-258-01,longword-19,test,growth,本期销售额较上期增长,长文Word测试\长文测试_原始报告.docx,"[""p"", 258]","sales_prev,sales_current","sales_prev,sales_current",link,ordinary,否,,,,
lw-258-02,longword-19,test,threshold,本期销售额超过80万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 258]",sales_current,sales_current,link,ordinary,否,,,,
lw-259-01,longword-19,test,ranking,A产品销量最高,长文Word测试\长文测试_原始报告.docx,"[""p"", 259]","product_a,product_b","product_a,product_b",link,ordinary,否,,,,
lw-259-02,longword-19,test,threshold,支出未超过预算,长文Word测试\长文测试_原始报告.docx,"[""p"", 259]","spending,budget","spending,budget",link,ordinary,否,,,,
lw-260-01,longword-19,test,quote,本期支出为80万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 260]",spending,spending,link,ordinary,是,,,,
lw-260-02,longword-19,test,quote,本期预算为100万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 260]",budget,budget,link,ordinary,否,,,,
lw-262-01,longword-19,test,quote,本期销售额为125万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 262]",sales_current,sales_current,link,ordinary,否,,,,
lw-262-02,longword-19,test,threshold,本期支出低于100万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 262]",spending,spending,link,ordinary,是,,,,
lw-268-01,longword-20,test,quote,本期销售额为125万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 268]",sales_current,sales_current,link,ordinary,否,,,,
lw-268-02,longword-20,test,growth,较上期增长25%,长文Word测试\长文测试_原始报告.docx,"[""p"", 268]","sales_prev,sales_current","sales_prev,sales_current",link,ordinary,否,,,,
lw-268-03,longword-20,test,threshold,超过120万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 268]",sales_current,sales_current,link,ordinary,否,,,,
lw-270-01,longword-20,test,growth,本期销售额较上期增长,长文Word测试\长文测试_原始报告.docx,"[""p"", 270]","sales_prev,sales_current","sales_prev,sales_current",link,ordinary,否,,,,
lw-270-02,longword-20,test,threshold,本期销售额超过80万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 270]",sales_current,sales_current,link,ordinary,否,,,,
lw-271-01,longword-20,test,ranking,A产品销量最高,长文Word测试\长文测试_原始报告.docx,"[""p"", 271]","product_a,product_b","product_a,product_b",link,ordinary,否,,,,
lw-271-02,longword-20,test,threshold,支出未超过预算,长文Word测试\长文测试_原始报告.docx,"[""p"", 271]","spending,budget","spending,budget",link,ordinary,否,,,,
lw-272-01,longword-20,test,quote,本期支出为80万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 272]",spending,spending,link,ordinary,是,,,,
lw-272-02,longword-20,test,quote,本期预算为100万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 272]",budget,budget,link,ordinary,否,,,,
lw-274-01,longword-20,test,quote,本期销售额为125万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 274]",sales_current,sales_current,link,ordinary,否,,,,
lw-274-02,longword-20,test,threshold,本期支出低于100万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 274]",spending,spending,link,ordinary,是,,,,
lw-280-01,longword-21,test,quote,本期销售额为125万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 280]",sales_current,sales_current,link,ordinary,否,,,,
lw-280-02,longword-21,test,growth,较上期增长25%,长文Word测试\长文测试_原始报告.docx,"[""p"", 280]","sales_prev,sales_current","sales_prev,sales_current",link,ordinary,否,,,,
lw-280-03,longword-21,test,threshold,超过120万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 280]",sales_current,sales_current,link,ordinary,否,,,,
lw-282-01,longword-21,test,growth,本期销售额较上期增长,长文Word测试\长文测试_原始报告.docx,"[""p"", 282]","sales_prev,sales_current","sales_prev,sales_current",link,ordinary,否,,,,
lw-282-02,longword-21,test,threshold,本期销售额超过80万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 282]",sales_current,sales_current,link,ordinary,否,,,,
lw-283-01,longword-21,test,ranking,A产品销量最高,长文Word测试\长文测试_原始报告.docx,"[""p"", 283]","product_a,product_b","product_a,product_b",link,ordinary,否,,,,
lw-283-02,longword-21,test,threshold,支出未超过预算,长文Word测试\长文测试_原始报告.docx,"[""p"", 283]","spending,budget","spending,budget",link,ordinary,否,,,,
lw-284-01,longword-21,test,quote,本期支出为80万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 284]",spending,spending,link,ordinary,是,,,,
lw-284-02,longword-21,test,quote,本期预算为100万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 284]",budget,budget,link,ordinary,否,,,,
lw-286-01,longword-21,test,quote,本期销售额为125万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 286]",sales_current,sales_current,link,ordinary,否,,,,
lw-286-02,longword-21,test,threshold,本期支出低于100万元,长文Word测试\长文测试_原始报告.docx,"[""p"", 286]",spending,spending,link,ordinary,是,,,,
lw-292-01,longword-21,test,quote,本期销售额为125万元,长文Word测试\长文测试_原始报告.docx,"[""t"", 0, 1, 1, 0]",sales_current,sales_current,link,ordinary,否,,,,
lw-294-01,longword-22,test,ranking,A产品销量最高,长文Word测试\长文测试_原始报告.docx,"[""t"", 0, 2, 1, 0]","product_a,product_b","product_a,product_b",link,ordinary,否,,,,
lw-298-01,longword-22,test,quote,本期销售额为125万元,长文Word测试\长文测试_原始报告.docx,"[""t"", 1, 1, 1, 0]",sales_current,sales_current,link,ordinary,否,,,,
lw-300-01,longword-22,test,ranking,A产品销量最高,长文Word测试\长文测试_原始报告.docx,"[""t"", 1, 2, 1, 0]","product_a,product_b","product_a,product_b",link,ordinary,否,,,,
lw-304-01,longword-22,test,quote,本期销售额为125万元,长文Word测试\长文测试_原始报告.docx,"[""t"", 2, 1, 1, 0]",sales_current,sales_current,link,ordinary,否,,,,
lw-306-01,longword-22,test,ranking,A产品销量最高,长文Word测试\长文测试_原始报告.docx,"[""t"", 2, 2, 1, 0]","product_a,product_b","product_a,product_b",link,ordinary,否,,,,
lw-310-01,longword-23,test,quote,本期销售额为125万元,长文Word测试\长文测试_原始报告.docx,"[""t"", 3, 1, 1, 0]",sales_current,sales_current,link,ordinary,否,,,,
lw-312-01,longword-23,test,ranking,A产品销量最高,长文Word测试\长文测试_原始报告.docx,"[""t"", 3, 2, 1, 0]","product_a,product_b","product_a,product_b",link,ordinary,否,,,,
lw-316-01,longword-23,test,quote,本期销售额为125万元,长文Word测试\长文测试_原始报告.docx,"[""t"", 4, 1, 1, 0]",sales_current,sales_current,link,ordinary,否,,,,
lw-318-01,longword-23,test,ranking,A产品销量最高,长文Word测试\长文测试_原始报告.docx,"[""t"", 4, 2, 1, 0]","product_a,product_b","product_a,product_b",link,ordinary,否,,,,
lw-322-01,longword-24,test,quote,本期销售额为125万元,长文Word测试\长文测试_原始报告.docx,"[""t"", 5, 1, 1, 0]",sales_current,sales_current,link,ordinary,否,,,,
lw-324-01,longword-24,test,ranking,A产品销量最高,长文Word测试\长文测试_原始报告.docx,"[""t"", 5, 2, 1, 0]","product_a,product_b","product_a,product_b",link,ordinary,否,,,,
lw-328-01,longword-24,test,quote,本期销售额为125万元,长文Word测试\长文测试_原始报告.docx,"[""t"", 6, 1, 1, 0]",sales_current,sales_current,link,ordinary,否,,,,
lw-330-01,longword-24,test,ranking,A产品销量最高,长文Word测试\长文测试_原始报告.docx,"[""t"", 6, 2, 1, 0]","product_a,product_b","product_a,product_b",link,ordinary,否,,,,
lw-334-01,longword-24,test,quote,本期销售额为125万元,长文Word测试\长文测试_原始报告.docx,"[""t"", 7, 1, 1, 0]",sales_current,sales_current,link,ordinary,否,,,,
lw-336-01,longword-25,test,ranking,A产品销量最高,长文Word测试\长文测试_原始报告.docx,"[""t"", 7, 2, 1, 0]","product_a,product_b","product_a,product_b",link,ordinary,否,,,,
